Date,Bullish,Neutral,Bearish,Total,8-week,Spread,SPYHighWk,SPYLowWK,SPYCloseWK
8/23/2018,38.46%,34.47%,27.07%,100%,34.65%,11.40%,"2,873.23","2,802.49","2,861.82"
8/30/2018,43.50%,32.11%,24.39%,100%,36.60%,19.10%,"2,916.50","2,854.03","2,914.04"
9/6/2018,42.22%,31.48%,26.30%,100%,36.50%,15.90%,"2,916.50","2,876.92","2,888.60"
9/13/2018,32.09%,35.07%,32.84%,100%,36.18%,-0.70%,"2,894.65","2,864.12","2,888.92"
9/20/2018,32.04%,35.92%,32.04%,100%,36.24%,0.00%,"2,912.36","2,879.20","2,907.95"
9/27/2018,36.22%,32.68%,31.10%,100%,37.13%,5.10%,"2,940.91","2,903.28","2,905.97"
10/4/2018,45.66%,29.22%,25.11%,100%,38.30%,20.50%,"2,939.86","2,903.28","2,925.51"
10/11/2018,30.61%,33.94%,35.45%,100%,37.60%,-4.80%,"2,939.86","2,784.86","2,785.68"
10/18/2018,33.94%,31.05%,35.02%,100%,37.03%,-1.10%,"2,874.02","2,710.51","2,809.21"
10/25/2018,27.97%,31.03%,41.00%,100%,35.09%,-13.00%,"2,816.94","2,651.89","2,656.10"
11/1/2018,37.93%,27.59%,34.48%,100%,34.56%,3.40%,"2,742.59","2,603.54","2,711.74"
11/8/2018,41.28%,27.52%,31.19%,100%,35.71%,10.10%,"2,815.15","2,700.44","2,813.89"
11/15/2018,35.09%,28.95%,35.96%,100%,36.09%,-0.90%,"2,815.15","2,685.75","2,701.58"
11/22/2018,25.25%,27.61%,47.14%,100%,34.72%,-21.90%,"2,746.80","2,631.52","2,649.93"
11/29/2018,33.88%,26.64%,39.47%,100%,33.24%,-5.60%,"2,744.00","2,631.09","2,743.79"
12/6/2018,37.94%,31.56%,30.50%,100%,34.16%,7.40%,"2,800.18","2,655.89","2,700.06"
12/13/2018,20.90%,30.23%,48.87%,100%,32.53%,-28.00%,"2,785.93","2,583.23","2,651.07"
12/20/2018,24.86%,27.84%,47.30%,100%,32.14%,-22.40%,"2,685.44","2,488.96","2,506.96"
12/27/2018,31.55%,18.15%,50.30%,100%,31.35%,-18.80%,"2,585.29","2,346.58","2,467.70"
1/3/2019,33.02%,24.21%,42.77%,100%,30.31%,-9.70%,"2,520.27","2,346.58","2,510.03"
1/10/2019,38.46%,32.17%,29.37%,100%,30.73%,9.10%,"2,595.32","2,443.96","2,584.96"
1/17/2019,33.53%,30.21%,36.25%,100%,31.77%,-2.70%,"2,625.76","2,562.02","2,616.10"
1/24/2019,37.66%,30.03%,32.32%,100%,32.24%,5.30%,"2,675.47","2,585.10","2,638.70"
1/31/2019,31.76%,36.49%,31.76%,100%,31.47%,0.00%,"2,690.44","2,612.86","2,681.05"
2/7/2019,39.87%,37.34%,22.78%,100%,33.84%,17.10%,"2,738.98","2,648.34","2,731.61"
2/14/2019,35.10%,39.82%,25.07%,100%,35.12%,10.00%,"2,761.85","2,681.83","2,753.03"
2/21/2019,39.32%,35.29%,25.39%,100%,36.09%,13.90%,"2,787.33","2,703.79","2,779.76"
2/28/2019,41.63%,38.37%,20.00%,100%,37.17%,21.60%,"2,795.76","2,764.55","2,792.38"
3/7/2019,37.39%,35.87%,26.75%,100%,37.03%,10.60%,"2,816.88","2,767.66","2,771.45"
3/14/2019,32.42%,36.52%,31.06%,100%,36.89%,1.40%,"2,821.24","2,722.27","2,810.92"
3/21/2019,37.30%,39.29%,23.41%,100%,36.85%,13.90%,"2,852.42","2,799.78","2,824.23"
3/28/2019,33.20%,39.60%,27.20%,100%,37.03%,6.00%,"2,860.31","2,785.02","2,805.37"
4/4/2019,35.02%,36.71%,28.27%,100%,36.42%,6.80%,"2,885.25","2,787.72","2,873.40"
4/11/2019,40.29%,39.33%,20.38%,100%,37.07%,19.90%,"2,895.95","2,865.17","2,888.21"
4/18/2019,37.56%,40.61%,21.83%,100%,36.85%,15.70%,"2,918.00","2,879.13","2,900.45"
4/25/2019,33.52%,46.31%,20.17%,100%,35.84%,13.40%,"2,936.83","2,891.90","2,927.25"
5/2/2019,39.02%,39.63%,21.34%,100%,36.04%,17.70%,"2,954.13","2,912.84","2,923.73"
5/9/2019,43.12%,33.70%,23.19%,100%,37.38%,19.90%,"2,954.13","2,862.60","2,879.42"
5/16/2019,29.82%,30.88%,39.30%,100%,36.45%,-9.50%,"2,897.96","2,801.43","2,850.96"
5/23/2019,24.71%,39.22%,36.08%,100%,35.38%,-11.40%,"2,892.15","2,815.08","2,856.27"
5/30/2019,24.79%,35.12%,40.08%,100%,34.10%,-15.30%,"2,868.88","2,766.06","2,783.02"
6/6/2019,22.53%,34.89%,42.58%,100%,31.88%,-20.10%,"2,827.28","2,728.81","2,826.15"
6/13/2019,26.84%,38.96%,34.20%,100%,30.54%,-7.40%,"2,910.61","2,800.92","2,879.84"
6/20/2019,29.51%,38.36%,32.13%,100%,30.04%,-2.60%,"2,931.74","2,874.68","2,926.46"
6/27/2019,29.59%,38.36%,32.05%,100%,28.86%,-2.50%,"2,964.15","2,911.43","2,913.78"
7/3/2019,33.16%,34.49%,32.35%,100%,27.62%,0.80%,"2,995.84","2,912.99","2,995.82"
7/11/2019,33.61%,38.89%,27.50%,100%,28.09%,6.10%,"3,002.98","2,955.92","2,993.07"
7/18/2019,35.93%,35.43%,28.64%,100%,29.49%,7.30%,"3,017.80","2,984.25","2,984.42"
7/25/2019,31.74%,36.24%,32.02%,100%,30.36%,-0.30%,"3,019.59","2,973.09","3,019.56"
8/1/2019,38.44%,37.50%,24.06%,100%,32.35%,14.40%,"3,027.98","2,958.08","2,980.38"
8/8/2019,21.66%,30.15%,48.20%,100%,31.70%,-26.50%,"3,017.40","2,822.12","2,883.98"
8/15/2019,23.18%,31.97%,44.85%,100%,30.91%,-21.70%,"2,943.31","2,825.71","2,840.60"
8/22/2019,26.64%,33.64%,39.72%,100%,30.54%,-13.10%,"2,931.00","2,825.51","2,924.43"
8/29/2019,26.13%,31.66%,42.21%,100%,29.66%,-16.10%,"2,939.08","2,834.97","2,887.94"
9/5/2019,28.64%,31.85%,39.51%,100%,29.04%,-10.90%,"2,940.43","2,853.05","2,937.78"
9/12/2019,33.13%,35.63%,31.25%,100%,28.69%,1.90%,"3,000.93","2,921.86","3,000.93"
9/19/2019,35.34%,36.84%,27.82%,100%,29.14%,7.50%,"3,020.74","2,975.31","3,006.73"
9/26/2019,29.37%,37.37%,33.26%,100%,28.01%,-3.90%,"3,021.99","2,952.86","2,984.87"
10/3/2019,21.37%,39.19%,39.44%,100%,27.97%,-18.10%,"2,992.53","2,874.93","2,887.61"
10/10/2019,20.31%,35.73%,43.96%,100%,27.62%,-23.70%,"2,959.75","2,855.94","2,919.40"
10/17/2019,33.62%,35.33%,31.05%,100%,28.49%,2.60%,"3,003.28","2,907.41","2,989.69"
10/24/2019,35.60%,36.13%,28.27%,100%,29.67%,7.30%,"3,014.57","2,976.31","3,004.52"
10/31/2019,33.98%,37.59%,28.43%,100%,30.34%,5.50%,"3,050.10","2,991.21","3,046.77"
11/7/2019,40.30%,35.77%,23.93%,100%,31.24%,16.40%,"3,085.20","3,023.19","3,076.78"
11/14/2019,40.72%,34.46%,24.82%,100%,31.91%,15.90%,"3,102.61","3,065.89","3,094.04"
11/21/2019,34.24%,36.72%,29.03%,100%,32.52%,5.20%,"3,127.64","3,078.80","3,108.46"
11/29/2019,33.64%,36.09%,30.28%,100%,34.05%,3.40%,"3,154.26","3,091.41","3,153.63"
12/5/2019,31.72%,39.16%,29.13%,100%,35.48%,2.60%,"3,154.26","3,070.33","3,112.76"
12/12/2019,37.63%,36.32%,26.05%,100%,35.98%,11.60%,"3,150.60","3,102.53","3,141.63"
12/19/2019,44.09%,35.43%,20.47%,100%,37.04%,23.60%,"3,198.48","3,133.21","3,191.14"
12/26/2019,41.89%,36.58%,21.53%,100%,38.03%,20.40%,"3,227.78","3,191.03","3,223.38"
1/2/2020,37.22%,40.91%,21.88%,100%,37.64%,15.30%,"3,247.93","3,212.03","3,230.78"
1/9/2020,33.07%,37.04%,29.89%,100%,36.69%,3.20%,"3,267.07","3,212.03","3,253.05"
1/16/2020,41.83%,30.66%,27.51%,100%,37.64%,14.30%,"3,298.66","3,236.67","3,289.29"
1/23/2020,45.60%,29.63%,24.77%,100%,39.13%,20.80%,"3,337.77","3,277.19","3,321.75"
1/30/2020,31.98%,31.17%,36.86%,100%,39.16%,-4.90%,"3,337.77","3,234.50","3,273.40"
2/6/2020,33.87%,30.91%,35.22%,100%,38.69%,-1.30%,"3,337.58","3,214.68","3,334.69"
2/13/2020,41.33%,32.27%,26.40%,100%,38.35%,14.90%,"3,381.47","3,313.75","3,379.45"
2/20/2020,40.56%,30.77%,28.67%,100%,38.18%,11.90%,"3,393.52","3,352.72","3,386.15"
2/27/2020,30.43%,30.43%,39.13%,100%,37.34%,-8.70%,"3,393.52","3,108.99","3,116.39"
3/5/2020,38.74%,21.62%,39.64%,100%,38.04%,-0.90%,"3,136.72","2,855.84","3,130.12"
3/12/2020,29.74%,18.95%,51.31%,100%,36.53%,-21.60%,"3,130.97","2,707.22","2,741.38"
3/19/2020,34.35%,14.50%,51.15%,100%,35.13%,-16.80%,"2,825.60","2,280.52","2,398.10"
3/26/2020,32.90%,15.03%,52.07%,100%,35.24%,-19.20%,"2,571.42","2,191.86","2,475.56"
4/2/2020,34.24%,16.03%,49.73%,100%,35.29%,-15.50%,"2,641.39","2,407.53","2,470.50"
4/9/2020,36.60%,18.73%,44.67%,100%,34.70%,-8.10%,"2,760.75","2,447.49","2,749.98"
4/16/2020,34.86%,22.39%,42.75%,100%,33.98%,-7.90%,"2,851.85","2,657.67","2,783.36"
4/23/2020,24.86%,25.14%,50.00%,100%,33.29%,-25.10%,"2,879.22","2,727.10","2,799.31"
4/30/2020,30.60%,25.37%,44.03%,100%,32.27%,-13.40%,"2,954.86","2,775.95","2,939.51"
5/7/2020,23.67%,23.67%,52.66%,100%,31.51%,-29.00%,"2,954.86","2,797.85","2,848.42"
5/14/2020,23.31%,26.07%,50.61%,100%,30.13%,-27.30%,"2,945.82","2,793.15","2,820.00"
5/21/2020,29.00%,25.97%,45.02%,100%,29.64%,-16.00%,"2,980.29","2,766.64","2,971.61"
5/28/2020,33.07%,24.80%,42.13%,100%,29.50%,-9.10%,"3,036.25","2,922.35","3,036.13"
6/4/2020,34.55%,26.58%,38.87%,100%,29.24%,-4.30%,"3,130.94","2,969.75","3,122.87"
6/11/2020,34.28%,27.67%,38.05%,100%,29.17%,-3.80%,"3,223.27","3,090.41","3,190.14"
6/18/2020,24.37%,27.85%,47.78%,100%,29.11%,-23.40%,"3,223.27","2,965.66","3,113.49"
6/25/2020,24.14%,26.96%,48.90%,100%,28.30%,-24.80%,"3,155.53","3,032.13","3,050.33"
7/2/2020,22.15%,31.96%,45.89%,100%,28.11%,-23.70%,"3,128.44","2,999.74","3,115.86"
7/9/2020,27.16%,30.17%,42.67%,100%,28.59%,-15.50%,"3,184.15","3,047.83","3,169.94"
7/16/2020,30.84%,23.79%,45.37%,100%,28.82%,-14.50%,"3,238.28","3,115.70","3,226.56"
7/23/2020,26.06%,27.11%,46.83%,100%,27.94%,-20.80%,"3,279.32","3,198.59","3,276.02"
7/30/2020,20.23%,31.30%,48.47%,100%,26.15%,-28.20%,"3,279.99","3,200.05","3,258.44"
8/6/2020,23.29%,29.11%,47.60%,100%,24.78%,-24.30%,"3,330.77","3,204.13","3,327.77"
8/13/2020,30.04%,27.84%,42.12%,100%,25.49%,-12.10%,"3,387.89","3,317.37","3,380.35"
8/20/2020,30.39%,27.21%,42.40%,100%,26.27%,-12.00%,"3,399.54","3,355.46","3,374.85"
8/27/2020,32.08%,28.30%,39.62%,100%,27.51%,-7.50%,"3,481.07","3,354.69","3,478.73"
9/3/2020,30.80%,27.43%,41.77%,100%,27.96%,-11.00%,"3,588.11","3,444.15","3,580.84"
9/10/2020,23.71%,27.84%,48.45%,100%,27.07%,-24.70%,"3,588.11","3,329.27","3,398.96"
9/17/2020,32.02%,27.59%,40.39%,100%,27.82%,-8.40%,"3,428.92","3,310.47","3,385.49"
9/24/2020,24.89%,29.11%,45.99%,100%,28.40%,-21.10%,"3,428.92","3,229.10","3,236.92"
10/1/2020,26.24%,30.69%,43.07%,100%,28.77%,-16.80%,"3,393.56","3,209.45","3,363.00"
10/8/2020,34.74%,26.29%,38.97%,100%,29.36%,-4.20%,"3,431.56","3,323.69","3,419.44"
10/15/2020,34.78%,29.47%,35.75%,100%,29.91%,-1.00%,"3,549.85","3,384.56","3,488.67"
10/22/2020,35.75%,31.22%,33.03%,100%,30.37%,2.70%,"3,527.94","3,419.93","3,435.56"
10/29/2020,35.29%,29.41%,35.29%,100%,30.93%,0.00%,"3,466.46","3,268.89","3,271.03"
11/5/2020,37.96%,30.56%,31.48%,100%,32.71%,6.50%,"3,486.25","3,233.94","3,443.44"
11/12/2020,55.84%,19.29%,24.87%,100%,35.69%,31.00%,"3,645.99","3,405.17","3,572.66"
11/19/2020,44.35%,29.29%,26.36%,100%,38.12%,18.00%,"3,623.11","3,405.17","3,567.79"
11/27/2020,47.25%,25.27%,27.47%,100%,40.75%,19.80%,"3,642.31","3,543.84","3,629.65"
12/3/2020,49.07%,28.25%,22.68%,100%,42.54%,26.40%,"3,678.45","3,594.39","3,669.01"
12/10/2020,48.06%,25.09%,26.86%,100%,44.20%,21.20%,"3,712.39","3,644.84","3,672.82"
12/17/2020,43.43%,30.28%,26.29%,100%,45.16%,17.10%,"3,712.39","3,633.40","3,701.17"
12/24/2020,43.57%,34.44%,21.99%,100%,46.19%,21.60%,"3,726.70","3,636.48","3,690.01"
12/31/2020,46.08%,27.12%,26.80%,100%,47.21%,19.30%,"3,756.12","3,676.16","3,732.04"
1/7/2021,45.19%,23.08%,31.73%,100%,45.87%,13.50%,"3,783.04","3,662.71","3,748.14"
1/21/2021,42.55%,22.98%,34.47%,100%,45.65%,8.10%,"3,859.75","3,749.62","3,851.85"
1/28/2021,37.66%,24.03%,38.31%,100%,44.45%,-0.60%,"3,870.90","3,732.48","3,750.77"
2/4/2021,37.35%,27.06%,35.59%,100%,42.99%,1.80%,"3,847.51","3,694.12","3,830.17"
2/11/2021,45.45%,28.28%,26.26%,100%,42.66%,19.20%,"3,931.50","3,816.68","3,909.88"
2/18/2021,47.06%,27.55%,25.39%,100%,43.11%,21.70%,"3,950.43","3,884.94","3,931.33"
2/25/2021,45.93%,30.29%,23.78%,100%,43.41%,22.10%,"3,924.30","3,911.13","3,924.30"
3/4/2021,40.26%,34.42%,25.32%,100%,42.68%,14.90%,"3,837.96","3,817.26","3,837.20"
3/11/2021,49.41%,27.06%,23.53%,100%,43.21%,25.90%,"3,917.35","3,885.73","3,898.81"
3/18/2021,48.94%,27.46%,23.59%,100%,44.01%,25.40%,"3,953.50","3,947.41","3,952.17"
3/25/2021,50.95%,28.48%,20.57%,100%,45.67%,30.40%,"3,887.14","3,864.63","3,881.20"
4/1/2021,45.83%,30.95%,23.21%,100%,46.73%,22.60%,"4,013.04","4,013.04","4,013.04"
4/8/2021,56.91%,22.70%,20.39%,100%,48.16%,36.50%,"4,093.87","4,089.89","4,091.04"
4/15/2021,53.82%,21.59%,24.58%,100%,49.01%,29.20%,"4,151.69","4,120.87","4,124.66"
4/22/2021,52.68%,26.81%,20.50%,100%,49.85%,32.20%,"4,170.46","4,160.11","4,162.43"
4/29/2021,42.57%,31.76%,25.68%,100%,50.14%,16.90%,"4,218.78","4,190.08","4,195.55"
5/6/2021,44.31%,32.55%,23.14%,100%,49.50%,21.20%,"4,186.64","4,147.33","4,181.27"
5/13/2021,36.52%,36.52%,26.96%,100%,47.95%,9.60%,"4,134.73","4,056.88","4,063.04"
5/20/2021,37.03%,36.71%,26.27%,100%,46.21%,10.80%,"4,140.01","4,121.97","4,137.60"
5/27/2021,36.43%,37.14%,26.43%,100%,45.03%,10.00%,"4,212.82","4,201.94","4,211.36"
6/3/2021,44.07%,36.17%,19.76%,100%,43.43%,24.30%,"4,204.39","4,167.93","4,201.56"
6/10/2021,40.23%,39.10%,20.68%,100%,41.73%,19.50%,"4,249.74","4,167.93","4,238.53"
6/17/2021,41.12%,32.71%,26.17%,100%,40.28%,15.00%,"4,257.16","4,202.45","4,214.42"
6/24/2021,40.42%,36.25%,23.33%,100%,40.02%,17.10%,"4,268.67","4,164.40","4,265.79"
7/1/2021,48.65%,29.19%,22.16%,100%,40.56%,26.50%,"4,302.43","4,256.97","4,297.50"
7/8/2021,40.20%,35.29%,24.51%,100%,41.02%,15.70%,"4,361.88","4,300.73","4,358.13"
7/15/2021,36.17%,37.02%,26.81%,100%,40.91%,9.40%,"4,392.37","4,329.79","4,369.21"
7/22/2021,30.65%,38.71%,30.65%,100%,40.19%,0.00%,"4,375.09","4,322.53","4,358.69"
7/29/2021,36.16%,39.73%,24.11%,100%,39.20%,12.10%,"4,422.73","4,350.06","4,400.64"
8/5/2021,36.07%,32.24%,31.69%,100%,38.68%,4.40%,"4,429.97","4,373.00","4,402.66"
8/12/2021,36.97%,31.51%,31.51%,100%,38.16%,5.50%,"4,449.44","4,408.86","4,442.41"
8/19/2021,33.17%,31.73%,35.10%,100%,37.25%,-1.90%,"4,473.26","4,397.59","4,400.27"
8/26/2021,39.56%,27.47%,32.97%,100%,36.12%,6.60%,"4,501.71","4,367.73","4,496.19"
9/2/2021,43.43%,23.23%,33.33%,100%,36.52%,10.10%,"4,537.36","4,468.99","4,524.09"
9/9/2021,38.89%,33.89%,27.22%,100%,36.86%,11.70%,"4,545.85","4,493.95","4,514.07"
9/16/2021,22.45%,38.27%,39.29%,100%,35.84%,-16.80%,"4,529.90","4,435.46","4,480.70"
9/23/2021,29.90%,30.93%,39.18%,100%,35.06%,-9.30%,"4,471.52","4,305.91","4,395.64"
9/30/2021,28.14%,31.14%,40.72%,100%,34.07%,-12.60%,"4,465.40","4,346.33","4,359.46"
10/7/2021,25.47%,37.74%,36.79%,100%,32.63%,-11.30%,"4,382.55","4,278.94","4,363.55"
10/14/2021,37.91%,30.33%,31.75%,100%,33.22%,6.20%,"4,429.97","4,329.92","4,363.80"
10/21/2021,46.89%,25.36%,27.75%,100%,34.14%,19.10%,"4,540.87","4,386.75","4,536.19"
10/27/2021,39.83%,30.74%,29.44%,100%,33.69%,10.40%,"4,598.53","4,524.00","4,551.68"
11/4/2021,41.50%,32.50%,26.00%,100%,34.01%,15.50%,"4,683.00","4,562.84","4,660.57"
11/11/2021,48.00%,28.00%,24.00%,100%,37.21%,24.00%,"4,718.50","4,630.86","4,646.05"
11/18/2021,38.84%,33.93%,27.23%,100%,38.32%,11.60%,"4,714.95","4,648.31","4,688.67"
11/24/2021,33.81%,30.48%,35.71%,100%,39.03%,-1.90%,"4,743.83","4,652.66","4,690.70"
12/2/2021,26.67%,30.95%,42.38%,100%,39.18%,-15.70%,"4,672.95","4,504.73","4,513.04"
12/9/2021,29.72%,39.76%,30.52%,100%,38.16%,-0.80%,"4,705.06","4,540.51","4,701.21"
12/16/2021,25.24%,35.44%,39.32%,100%,35.45%,-14.10%,"4,731.40","4,606.52","4,709.85"
12/23/2021,29.57%,36.56%,33.87%,100%,34.17%,-4.30%,"4,721.82","4,531.10","4,696.56"
12/30/2021,37.66%,31.80%,30.54%,100%,33.69%,7.10%,"4,807.02","4,703.96","4,793.06"
1/6/2022,32.76%,33.91%,33.33%,100%,31.78%,-0.60%,"4,818.62","4,699.44","4,700.58"
1/13/2022,24.91%,36.80%,38.29%,100%,30.04%,-13.40%,"4,748.83","4,638.27","4,726.35"
1/20/2022,20.96%,32.31%,46.72%,100%,28.44%,-25.80%,"4,602.11","4,547.35","4,532.76"
1/27/2022,23.14%,23.92%,52.94%,100%,27.99%,-29.80%,"4,453.23","4,222.62","4,349.93"
2/3/2022,26.49%,29.85%,43.66%,100%,27.59%,-17.20%,"4,595.31","4,292.46","4,589.38"
2/10/2022,24.36%,40.17%,35.47%,100%,27.48%,-11.10%,"4,590.03","4,483.87","4,587.18"
2/17/2022,19.25%,37.56%,43.19%,100%,26.19%,-23.90%,"4,526.33","4,364.84","4,475.01"
2/24/2022,23.39%,22.94%,53.67%,100%,24.41%,-30.30%,"4,394.60","4,114.65","4,225.50"
3/3/2022,30.39%,28.18%,41.44%,100%,24.11%,-11.00%,"4,416.78","4,279.54","4,386.54"
3/10/2022,24.00%,30.22%,45.78%,100%,24.00%,-21.80%,"4,342.12","4,157.87","4,277.88"
3/17/2022,22.47%,27.75%,49.78%,100%,24.19%,-27.30%,"4,371.97","4,161.72","4,357.86"
3/24/2022,32.80%,31.75%,35.45%,100%,25.39%,-2.60%,"4,522.00","4,390.57","4,456.24"
3/31/2022,31.88%,40.58%,27.54%,100%,26.07%,4.30%,"4,637.30","4,501.07","4,602.45"
4/7/2022,24.71%,33.91%,41.38%,100%,26.11%,-16.70%,"4,593.45","4,450.04","4,481.15"
4/14/2022,15.84%,35.75%,48.42%,100%,25.69%,-32.60%,"4,520.41","4,381.34","4,446.59"
4/21/2022,18.87%,37.26%,43.87%,100%,25.12%,-25.00%,"4,512.94","4,370.30","4,459.45"
4/28/2022,16.44%,24.20%,59.36%,100%,23.38%,-42.90%,"4,385.83","4,162.90","4,183.96"
5/5/2022,26.87%,20.26%,52.86%,100%,23.74%,-26.00%,"4,307.66","4,194.75","4,300.17"
5/12/2022,24.32%,26.64%,49.03%,100%,23.97%,-24.70%,"4,157.69","3,877.04","3,935.18"
5/19/2022,25.97%,23.64%,50.39%,100%,23.11%,-24.40%,"4,090.72","3,891.42","3,923.68"
5/26/2022,19.85%,26.65%,53.50%,100%,21.61%,-33.60%,"3,999.33","3,810.32","3,978.73"
6/2/2022,32.02%,30.92%,37.06%,100%,22.52%,-5.00%,"4,168.34","3,984.60","4,101.23"
6/9/2022,21.02%,32.10%,46.88%,100%,23.17%,-25.90%,"4,147.12","4,074.37","4,115.77"
6/16/2022,19.44%,22.22%,58.33%,100%,23.24%,-38.90%,"4,119.10","3,705.68","3,789.99"
6/23/2022,18.20%,22.46%,59.34%,100%,23.46%,-41.10%,"3,801.79","3,636.87","3,759.89"
6/30/2022,22.78%,30.52%,46.70%,100%,22.95%,-23.90%,"3,945.86","3,743.52","3,818.83"
7/7/2022,19.38%,27.81%,52.81%,100%,22.33%,-33.40%,"3,918.50","3,742.06","3,899.38"
7/14/2022,26.89%,26.59%,46.53%,100%,22.45%,-19.60%,"3,880.94","3,759.07","3,801.78"
7/21/2022,29.59%,28.22%,42.19%,100%,23.67%,-12.60%,"3,974.13","3,818.63","3,959.90"
7/28/2022,27.72%,32.18%,40.10%,100%,23.13%,-12.40%,"4,039.56","3,910.74","4,023.61"
8/4/2022,30.56%,30.56%,38.89%,100%,24.32%,-8.30%,"4,167.66","4,079.81","4,155.17"
8/11/2022,32.15%,31.19%,36.66%,100%,25.91%,-4.50%,"4,211.03","4,112.09","4,210.24"
8/18/2022,33.33%,29.51%,37.15%,100%,27.80%,-3.80%,"4,325.28","4,253.08","4,274.04"
8/25/2022,27.70%,29.92%,42.38%,100%,28.42%,-14.70%,"4,195.08","4,119.97","4,140.77"
9/1/2022,21.92%,27.67%,50.41%,100%,28.73%,-28.50%,"4,062.99","3,954.53","3,955.00"
9/8/2022,18.07%,28.66%,53.27%,100%,27.63%,-35.20%,"3,987.89","3,886.75","3,979.87"
9/15/2022,26.13%,27.87%,45.99%,100%,27.20%,-19.90%,"4,119.28","3,912.18","3,946.01"
9/22/2022,17.73%,21.40%,60.87%,100%,25.95%,-43.10%,"3,907.07","3,789.49","3,789.93"
9/29/2022,19.95%,19.24%,60.81%,100%,24.62%,-40.90%,"3,736.74","3,623.29","3,719.04"
10/6/2022,23.92%,21.33%,54.76%,100%,23.59%,-30.80%,"3,790.93","3,585.62","3,783.28"
10/13/2022,20.36%,23.71%,55.93%,100%,21.97%,-35.60%,"3,790.93","3,585.62","3,783.28"
10/20/2022,22.60%,21.19%,56.21%,100%,21.33%,-33.60%,"3,719.98","3,491.58","3,695.16"
10/27/2022,26.59%,27.75%,45.66%,100%,21.92%,-19.10%,"3,859.11","3,665.78","3,830.60"
11/3/2022,30.56%,36.54%,32.89%,100%,23.48%,-2.30%,"3,911.79","3,758.68","3,759.69"
11/10/2022,25.09%,27.87%,47.04%,100%,23.35%,-22.00%,"3,859.40","3,698.15","3,748.57"
11/17/2022,33.45%,26.33%,40.21%,100%,25.32%,-6.80%,"4,028.84","3,859.89","3,958.79"
11/24/2022,28.86%,30.90%,40.23%,100%,26.43%,-11.40%,"4,033.78","3,906.54","4,027.26"
12/1/2022,24.47%,35.11%,40.43%,100%,26.50%,-16.00%,"4,080.11","3,937.65","4,080.11"
12/8/2022,24.73%,33.45%,41.82%,100%,27.04%,-17.10%,"4,100.51","3,918.39","3,933.92"
12/15/2022,24.30%,31.08%,44.62%,100%,27.26%,-20.30%,"4,100.96","3,974.19","3,995.32"
12/22/2022,20.31%,27.38%,52.31%,100%,26.47%,-32.00%,"3,958.37","3,795.62","3,878.44"
12/29/2022,26.49%,25.89%,47.62%,100%,25.96%,-21.10%,"3,853.26","3,764.49","3,783.22"
1/5/2023,20.51%,37.50%,41.99%,100%,25.39%,-21.50%,"3,878.46","3,794.33","3,852.97"
1/12/2023,24.03%,36.04%,39.93%,100%,24.21%,-15.90%,"3,970.07","3,802.42","3,969.61"
1/19/2023,30.97%,35.96%,33.07%,100%,24.48%,-2.10%,"4,015.39","3,926.59","3,928.86"
1/26/2023,28.37%,34.96%,36.68%,100%,24.96%,-8.30%,"4,039.31","3,885.54","4,016.22"
2/2/2023,29.90%,35.55%,34.55%,100%,25.61%,-4.70%,"4,148.95","4,017.77","4,119.21"
2/9/2023,37.50%,37.50%,25.00%,100%,27.26%,12.50%,"4,195.44","4,088.39","4,117.86"
2/16/2023,34.12%,37.06%,28.82%,100%,28.99%,5.30%,"4,159.77","4,069.67","4,147.60"
2/23/2023,21.65%,39.76%,38.59%,100%,28.38%,-16.90%,"4,136.54","3,997.34","3,997.34"
3/2/2023,23.38%,31.82%,44.81%,100%,28.74%,-21.40%,"4,028.30","3,939.05","3,951.39"
3/9/2023,24.83%,33.45%,41.72%,100%,28.84%,-16.90%,"4,078.49","3,928.16","3,986.37"
3/16/2023,19.22%,32.38%,48.40%,100%,27.37%,-29.20%,"4,017.81","3,808.86","3,891.93"
3/23/2023,20.95%,30.17%,48.88%,100%,26.44%,-27.90%,"4,039.49","3,864.11","3,960.28"
3/30/2023,22.51%,31.87%,45.61%,100%,25.52%,-23.10%,"4,057.85","4,032.10","4,050.83"
4/6/2023,33.33%,31.65%,35.02%,100%,25.00%,-1.70%,"4,085.56","4,077.53","4,077.53"
4/13/2023,26.05%,39.46%,34.48%,100%,23.99%,-8.40%,"4,120.43","4,099.40","4,114.76"
4/20/2023,27.22%,37.66%,35.13%,100%,24.68%,-7.90%,"4,169.48","4,099.40","4,154.52"
4/27/2023,24.14%,37.36%,38.51%,100%,24.78%,-14.40%,"4,089.67","4,049.35","4,055.99"
5/4/2023,24.08%,31.02%,44.90%,100%,24.69%,-20.80%,"4,148.30","4,088.86","4,090.75"
5/11/2023,29.39%,29.39%,41.22%,100%,25.96%,-11.80%,"4,148.30","4,088.86","4,090.75"
5/18/2023,22.90%,37.37%,39.73%,100%,26.20%,-16.80%,"4,164.67","4,113.62","4,158.77"
5/25/2023,27.38%,32.92%,39.69%,100%,26.81%,-12.30%,"4,132.96","4,103.98","4,115.24"
6/1/2023,29.05%,34.12%,36.82%,100%,26.28%,-7.80%,"4,195.44","4,166.15","4,179.83"
6/8/2023,44.55%,31.15%,24.30%,100%,28.59%,20.20%,"4,299.19","4,263.96","4,267.52"
