"","date","ticker","activity","sentiment","deltaActivity","deltaSentiment","newEntry"
"4202",2022-02-15,"TQQQ",0.0149,5,0.0038,-5,FALSE
"4203",2022-02-15,"SPY",0.0293,2,0.0163,-3,FALSE
"4204",2022-02-15,"SPCE",0.0124,8,-0.0022,7,FALSE
"4205",2022-02-15,"QQQ",0.0278,1,0.0189,-10,FALSE
"4206",2022-02-15,"NVDA",0.0654,2,0.0241,2,FALSE
"4207",2022-02-15,"MSFT",0.0152,1,0.0053,-3,FALSE
"4208",2022-02-15,"FB",0.0253,1,0.0091,1,FALSE
"4209",2022-02-15,"AMD",0.0766,-2,0.06,-8,FALSE
"4210",2022-02-15,"AAPL",0.0253,-2,-0.0309,-2,FALSE
"4191",2022-02-16,"UPST",0.0211,1,0,0,TRUE
"4192",2022-02-16,"TSLA",0.0309,0,-0.0207,0,FALSE
"4193",2022-02-16,"TQQQ",0.017,5,0.0058,1,FALSE
"4194",2022-02-16,"SPY",0.0272,0,0.0129,-8,FALSE
"4195",2022-02-16,"RBLX",0.0271,0,0.0111,3,FALSE
"4196",2022-02-16,"QQQ",0.0308,1,0.016,-9,FALSE
"4197",2022-02-16,"NVDA",0.0638,3,0.036,4,FALSE
"4198",2022-02-16,"FB",0.0259,2,0.0133,2,FALSE
"4199",2022-02-16,"AMD",0.0571,0,0.0391,-3,FALSE
"4200",2022-02-16,"AAPL",0.0231,-2,-0.0242,-2,FALSE
"4181",2022-02-17,"TSLA",0.0327,1,-0.0352,1,FALSE
"4182",2022-02-17,"TQQQ",0.0149,4,0.005,-1,FALSE
"4183",2022-02-17,"SPY",0.0254,2,0.0125,-6,FALSE
"4184",2022-02-17,"RBLX",0.0166,1,5e-04,-2,FALSE
"4185",2022-02-17,"QQQ",0.0263,-2,0.01,-1,FALSE
"4186",2022-02-17,"NVDA",0.0657,4,0.043,4,FALSE
"4187",2022-02-17,"FB",0.0186,1,0.000999999999999997,2,FALSE
"4188",2022-02-17,"DASH",0.0255,1,0,0,TRUE
"4189",2022-02-17,"AMD",0.0463,-1,0.0204,-4,FALSE
"4190",2022-02-17,"AAPL",0.0224,-3,-0.0187,-2,FALSE
"4171",2022-02-18,"TSLA",0.0383,1,-0.0053,1,FALSE
"4172",2022-02-18,"TQQQ",0.0188,3,0.0057,-6,FALSE
"4173",2022-02-18,"SQQQ",0.0195,9,0.0035,5,FALSE
"4174",2022-02-18,"SPY",0.0331,2,0.0186,-6,FALSE
"4175",2022-02-18,"ROKU",0.0306,-6,0.0203,-6,FALSE
"4176",2022-02-18,"QQQ",0.0332,-2,0.0147,0,FALSE
"4177",2022-02-18,"NVDA",0.0627,2,0.036,0,FALSE
"4178",2022-02-18,"FB",0.0175,0,-0.002,0,FALSE
"4179",2022-02-18,"AMD",0.0468,-1,0.0229,-4,FALSE
"4180",2022-02-18,"AAPL",0.0286,-5,-0.0173,-4,FALSE
"4161",2022-02-22,"TSLA",0.0421,1,-0.0041,1,FALSE
"4162",2022-02-22,"TQQQ",0.0178,4,0.0041,-15,FALSE
"4163",2022-02-22,"SQQQ",0.0194,8,0.000300000000000002,4,FALSE
"4164",2022-02-22,"SPY",0.0359,1,0.0219,-5,FALSE
"4165",2022-02-22,"ROKU",0.0249,-9,0.0117,-9,FALSE
"4166",2022-02-22,"QQQ",0.0311,-1,0.0162,-14,FALSE
"4167",2022-02-22,"NVDA",0.0443,1,0.0153,2,FALSE
"4168",2022-02-22,"FB",0.018,-1,-0.0216,0,FALSE
"4169",2022-02-22,"AMD",0.0586,-3,0.0403,-8,FALSE
"4170",2022-02-22,"AAPL",0.028,-7,-0.0038,-6,FALSE
"4151",2022-02-23,"TSLA",0.0506,1,-0.037,1,FALSE
"4152",2022-02-23,"TQQQ",0.0201,5,0.0065,4,FALSE
"4153",2022-02-23,"SQQQ",0.0209,8,0.0015,0,FALSE
"4154",2022-02-23,"SPY",0.0373,2,0.025,-4,FALSE
"4155",2022-02-23,"QQQ",0.0333,-1,0.0187,-5,FALSE
"4156",2022-02-23,"NVDA",0.0414,-1,0.000800000000000002,-1,FALSE
"4157",2022-02-23,"MSFT",0.0127,-3,0.0012,-10,FALSE
"4158",2022-02-23,"FB",0.0217,-2,0.0042,-1,FALSE
"4159",2022-02-23,"AMD",0.0597,-2,0.0444,-7,FALSE
"4160",2022-02-23,"AAPL",0.0299,-8,-0.0026,-7,FALSE
"4141",2022-02-24,"TSLA",0.0441,1,-0.0145,1,FALSE
"4142",2022-02-24,"TQQQ",0.0216,4,0.0037,12,FALSE
"4143",2022-02-24,"SQQQ",0.0202,7,-0.000699999999999999,-1,FALSE
"4144",2022-02-24,"SPY",0.0352,2,0.0204,-2,FALSE
"4145",2022-02-24,"QQQ",0.0309,0,0.0105,-11,FALSE
"4146",2022-02-24,"NVDA",0.0355,-1,0.0067,-1,FALSE
"4147",2022-02-24,"MSFT",0.0171,-1,-0.0051,1,FALSE
"4148",2022-02-24,"FB",0.017,-1,0.0029,0,FALSE
"4149",2022-02-24,"AMD",0.0426,-4,0.026,-10,FALSE
"4150",2022-02-24,"AAPL",0.0345,-7,0.0032,-7,FALSE
"4131",2022-02-25,"TSLA",0.0414,2,0.006,2,FALSE
"4132",2022-02-25,"TQQQ",0.0219,4,0.0093,-8,FALSE
"4133",2022-02-25,"SQQQ",0.0174,5,-0.0014,0,FALSE
"4134",2022-02-25,"SQ",0.0208,2,0.0074,6,FALSE
"4135",2022-02-25,"SPY",0.0373,2,0.0162,-1,FALSE
"4136",2022-02-25,"QQQ",0.03,-1,0.0135,-12,FALSE
"4137",2022-02-25,"NVDA",0.0347,0,0.0126,1,FALSE
"4138",2022-02-25,"FB",0.016,0,-0.0057,-1,FALSE
"4139",2022-02-25,"AMD",0.0612,-2,0.0328,-9,FALSE
"4140",2022-02-25,"AAPL",0.0324,-7,-0.0148,-7,FALSE
"4121",2022-02-28,"TSLA",0.0509,2,0.016,2,FALSE
"4122",2022-02-28,"TQQQ",0.0202,6,0.0078,-6,FALSE
"4123",2022-02-28,"SQQQ",0.0155,4,0.000999999999999999,-5,FALSE
"4124",2022-02-28,"SQ",0.0169,1,0,0,TRUE
"4125",2022-02-28,"SPY",0.0379,2,0.014,-3,FALSE
"4126",2022-02-28,"QQQ",0.0298,1,0.0167,-8,FALSE
"4127",2022-02-28,"NVDA",0.0311,0,0.017,1,FALSE
"4128",2022-02-28,"FB",0.014,-1,-0.0037,-3,FALSE
"4129",2022-02-28,"AMD",0.0631,-2,0.0443,-8,FALSE
"4130",2022-02-28,"AAPL",0.0295,-5,-0.0295,-5,FALSE
"4111",2022-03-01,"TSLA",0.0387,2,0,0,TRUE
"4112",2022-03-01,"TQQQ",0.0184,5,0,0,TRUE
"4113",2022-03-01,"SQQQ",0.0136,3,0,0,TRUE
"4114",2022-03-01,"SPY",0.0363,2,0,0,TRUE
"4115",2022-03-01,"QQQ",0.0281,0,0,0,TRUE
"4116",2022-03-01,"NVDA",0.0243,0,0,0,TRUE
"4117",2022-03-01,"MSFT",0.0131,0,0,0,TRUE
"4118",2022-03-01,"FB",0.0107,-1,0,0,TRUE
"4119",2022-03-01,"AMD",0.0572,-2,0,0,TRUE
"4120",2022-03-01,"AAPL",0.0323,-4,0,0,TRUE
"4101",2022-03-02,"TSLA",0.0417,2,0.0177,2,FALSE
"4102",2022-03-02,"TQQQ",0.0185,7,0.0032,0,FALSE
"4103",2022-03-02,"SQQQ",0.0124,3,-0.0015,-5,FALSE
"4104",2022-03-02,"SPY",0.034,2,-0.0148,-8,FALSE
"4105",2022-03-02,"QQQ",0.0267,0,0.0063,-5,FALSE
"4106",2022-03-02,"NVDA",0.028,0,0.0113,0,FALSE
"4107",2022-03-02,"MSFT",0.0124,-1,-0.0173,-2,FALSE
"4108",2022-03-02,"F",0.0109,4,0,0,TRUE
"4109",2022-03-02,"AMD",0.056,-2,0.0288,-6,FALSE
"4110",2022-03-02,"AAPL",0.0304,-4,-0.0072,-5,FALSE
"4091",2022-03-03,"TSLA",0.0355,2,0.0129,2,FALSE
"4092",2022-03-03,"TQQQ",0.0205,7,0.0055,14,FALSE
"4093",2022-03-03,"SQQQ",0.015,4,-0.0014,-4,FALSE
"4094",2022-03-03,"SPY",0.0348,2,0.0201,-1,FALSE
"4095",2022-03-03,"SNOW",0.0282,-2,0.0133,4,FALSE
"4096",2022-03-03,"QQQ",0.0309,0,0.0216,-6,FALSE
"4097",2022-03-03,"NVDA",0.0269,0,0.0102,1,FALSE
"4098",2022-03-03,"MSFT",0.0124,0,8e-04,-2,FALSE
"4099",2022-03-03,"AMD",0.0566,-2,0.0225,-8,FALSE
"4100",2022-03-03,"AAPL",0.0315,-3,-0.023,-2,FALSE
"4081",2022-03-04,"TSLA",0.0331,1,-0.0161,0,FALSE
"4082",2022-03-04,"TQQQ",0.0165,7,0.0057,2,FALSE
"4083",2022-03-04,"SQQQ",0.0159,3,0.001,-4,FALSE
"4084",2022-03-04,"SPY",0.032,2,0.0142,-1,FALSE
"4085",2022-03-04,"QQQ",0.0265,3,0.0159,-4,FALSE
"4086",2022-03-04,"OXY",0.0135,-5,0,0,TRUE
"4087",2022-03-04,"NVDA",0.0292,0,0.0182,0,FALSE
"4088",2022-03-04,"INDO",0.0163,2,0,0,TRUE
"4089",2022-03-04,"AMD",0.0452,-2,0.0105,-9,FALSE
"4090",2022-03-04,"AAPL",0.03,-3,-0.032,-2,FALSE
"4071",2022-03-07,"TSLA",0.0311,0,0.0019,-1,FALSE
"4072",2022-03-07,"TQQQ",0.0148,7,0.0055,1,FALSE
"4073",2022-03-07,"SPY",0.0302,2,0.0168,0,FALSE
"4074",2022-03-07,"QQQ",0.026,3,0.0081,2,FALSE
"4075",2022-03-07,"OXY",0.0144,-3,0,0,TRUE
"4076",2022-03-07,"NVDA",0.0241,-1,-0.0076,-3,FALSE
"4077",2022-03-07,"MSFT",0.015,-1,0.0045,1,FALSE
"4078",2022-03-07,"FB",0.0138,-2,0.0033,-1,FALSE
"4079",2022-03-07,"AMD",0.0293,-3,0.0074,-11,FALSE
"4080",2022-03-07,"AAPL",0.0289,-4,-0.0232,-4,FALSE
"4061",2022-03-08,"TSLA",0.0335,0,-0.0213,-1,FALSE
"4062",2022-03-08,"TQQQ",0.0217,6,0.0121,-6,FALSE
"4063",2022-03-08,"SQQQ",0.0191,3,0.000199999999999999,-3,FALSE
"4064",2022-03-08,"SPY",0.0315,2,0.0193,-1,FALSE
"4065",2022-03-08,"QQQ",0.0275,4,0.0181,-4,FALSE
"4066",2022-03-08,"OXY",0.0156,-1,0.0012,2,FALSE
"4067",2022-03-08,"NVDA",0.0278,-2,0.0125,-4,FALSE
"4068",2022-03-08,"MSFT",0.0152,-1,-0.0096,-5,FALSE
"4069",2022-03-08,"AMD",0.0439,-3,0.0158,-12,FALSE
"4070",2022-03-08,"AAPL",0.0361,-4,-0.0054,-4,FALSE
"4051",2022-03-09,"TSLA",0.0303,0,-0.0496,-1,FALSE
"4052",2022-03-09,"TQQQ",0.0149,5,0.000399999999999999,-5,FALSE
"4053",2022-03-09,"SQQQ",0.0164,5,-0.0027,2,FALSE
"4054",2022-03-09,"SPY",0.0274,2,0.0124,-1,FALSE
"4055",2022-03-09,"QQQ",0.0228,2,0.0134,-8,FALSE
"4056",2022-03-09,"OXY",0.0259,-1,0.012,2,FALSE
"4057",2022-03-09,"NVDA",0.0334,-1,0.0217,-2,FALSE
"4058",2022-03-09,"CVX",0.012,-5,0,0,TRUE
"4059",2022-03-09,"AMD",0.0463,-2,0.0235,-10,FALSE
"4060",2022-03-09,"AAPL",0.0289,-3,-0.0193,-3,FALSE
"4041",2022-03-10,"TSLA",0.0314,1,-0.0375,0,FALSE
"4042",2022-03-10,"TQQQ",0.0179,5,0.007,-7,FALSE
"4043",2022-03-10,"SQQQ",0.0191,5,0.0027,0,FALSE
"4044",2022-03-10,"SPY",0.0293,3,0.0171,-1,FALSE
"4045",2022-03-10,"QQQ",0.0272,3,0.01,1,FALSE
"4046",2022-03-10,"OXY",0.0215,1,-0.0044,2,FALSE
"4047",2022-03-10,"NVDA",0.0277,-1,5e-04,3,FALSE
"4048",2022-03-10,"AMZN",0.0172,2,-0.0012,1,FALSE
"4049",2022-03-10,"AMD",0.0447,-1,0.0111,-9,FALSE
"4050",2022-03-10,"AAPL",0.0392,-2,-0.0225,-2,FALSE
"4031",2022-03-11,"TSLA",0.0398,2,0.0039,2,FALSE
"4032",2022-03-11,"TQQQ",0.0176,4,0.0052,-9,FALSE
"4033",2022-03-11,"SQQQ",0.0179,7,0.0076,7,FALSE
"4034",2022-03-11,"SPY",0.0285,3,0.0137,1,FALSE
"4035",2022-03-11,"QQQ",0.026,2,0.0088,1,FALSE
"4036",2022-03-11,"NVDA",0.0266,-1,0.0136,-3,FALSE
"4037",2022-03-11,"FB",0.0157,0,0.0033,1,FALSE
"4038",2022-03-11,"DOCU",0.016,0,-0.001,5,FALSE
"4039",2022-03-11,"AMD",0.0434,-1,0.0204,-9,FALSE
"4040",2022-03-11,"AAPL",0.039,-1,-0.0247,-1,FALSE
"4021",2022-03-14,"TSLA",0.037,2,-0.037,2,FALSE
"4022",2022-03-14,"TQQQ",0.0164,7,0.0061,-2,FALSE
"4023",2022-03-14,"SQQQ",0.0185,7,0.0066,2,FALSE
"4024",2022-03-14,"SPY",0.0276,4,0.0166,1,FALSE
"4025",2022-03-14,"QQQ",0.0248,5,0.0095,6,FALSE
"4026",2022-03-14,"NVDA",0.0243,-2,0.0088,-3,FALSE
"4027",2022-03-14,"FB",0.0121,-1,-0.0012,-3,FALSE
"4028",2022-03-14,"BABA",0.0173,-4,0.0067,-6,FALSE
"4029",2022-03-14,"AMD",0.0427,0,0.0273,-6,FALSE
"4030",2022-03-14,"AAPL",0.0393,-2,-0.0063,-2,FALSE
"4011",2022-03-15,"TSLA",0.0388,2,-0.0349,2,FALSE
"4012",2022-03-15,"TQQQ",0.0169,5,0.0058,-5,FALSE
"4013",2022-03-15,"SQQQ",0.0179,7,-5e-04,-2,FALSE
"4014",2022-03-15,"SPY",0.0266,2,0.0136,-3,FALSE
"4015",2022-03-15,"QQQ",0.0256,4,0.0167,-7,FALSE
"4016",2022-03-15,"NVDA",0.0342,-2,-0.0071,-2,FALSE
"4017",2022-03-15,"FB",0.012,0,-0.0042,0,FALSE
"4018",2022-03-15,"BABA",0.0218,-4,0.0115,-6,FALSE
"4019",2022-03-15,"AMD",0.0615,0,0.0449,-6,FALSE
"4020",2022-03-15,"AAPL",0.036,-2,-0.0202,-2,FALSE
"4001",2022-03-16,"TSLA",0.0362,1,-0.0154,1,FALSE
"4002",2022-03-16,"TQQQ",0.021,6,0.0098,2,FALSE
"4003",2022-03-16,"SQQQ",0.0209,6,0.003,-1,FALSE
"4004",2022-03-16,"SPY",0.0301,3,0.0158,-5,FALSE
"4005",2022-03-16,"QQQ",0.0293,4,0.0145,-6,FALSE
"4006",2022-03-16,"NVDA",0.0453,-1,0.0175,0,FALSE
"4007",2022-03-16,"NIO",0.0136,1,-0.0629,-4,FALSE
"4008",2022-03-16,"BABA",0.0471,-3,0.0317,-5,FALSE
"4009",2022-03-16,"AMD",0.0406,-1,0.0226,-4,FALSE
"4010",2022-03-16,"AAPL",0.031,-1,-0.0163,-1,FALSE
"3991",2022-03-17,"TSLA",0.0403,1,-0.0276,1,FALSE
"3992",2022-03-17,"TQQQ",0.0206,7,0.0107,2,FALSE
"3993",2022-03-17,"SQQQ",0.016,4,-0.0049,-2,FALSE
"3994",2022-03-17,"SPY",0.031,2,0.0181,-6,FALSE
"3995",2022-03-17,"QQQ",0.0248,4,0.0085,5,FALSE
"3996",2022-03-17,"OXY",0.0118,-4,0,0,TRUE
"3997",2022-03-17,"NVDA",0.0398,0,0.0171,0,FALSE
"3998",2022-03-17,"BABA",0.0345,-2,0.026,-4,FALSE
"3999",2022-03-17,"AMD",0.0476,0,0.0217,-3,FALSE
"4000",2022-03-17,"AAPL",0.0295,0,-0.0116,1,FALSE
"3981",2022-03-18,"TSLA",0.0421,1,-0.0015,1,FALSE
"3982",2022-03-18,"TQQQ",0.0191,9,0.006,0,FALSE
"3983",2022-03-18,"SQQQ",0.0168,5,0.000799999999999999,1,FALSE
"3984",2022-03-18,"SPY",0.0293,3,0.0148,-5,FALSE
"3985",2022-03-18,"QQQ",0.025,5,0.0065,7,FALSE
"3986",2022-03-18,"NVDA",0.0519,0,0.0252,-2,FALSE
"3987",2022-03-18,"NIO",0.0133,2,-0.0127,4,FALSE
"3988",2022-03-18,"BABA",0.031,-1,0.0172,0,FALSE
"3989",2022-03-18,"AMD",0.0447,1,0.0208,-2,FALSE
"3990",2022-03-18,"AAPL",0.0309,0,-0.015,1,FALSE
"3971",2022-03-21,"TSLA",0.0482,2,-0.0158,2,FALSE
"3972",2022-03-21,"TQQQ",0.0197,10,0.0043,8,FALSE
"3973",2022-03-21,"SQQQ",0.0191,4,0.0011,-2,FALSE
"3974",2022-03-21,"SPY",0.0303,3,0.0146,-7,FALSE
"3975",2022-03-21,"QQQ",0.0265,5,0.0078,-1,FALSE
"3976",2022-03-21,"NVDA",0.0502,0,0.0181,0,FALSE
"3977",2022-03-21,"BABA",0.017,-2,-0.0036,-1,FALSE
"3978",2022-03-21,"BA",0.0151,-1,-0.0026,6,FALSE
"3979",2022-03-21,"AMD",0.0483,0,0.0183,-5,FALSE
"3980",2022-03-21,"AAPL",0.0324,-1,0.0051,1,FALSE
"3961",2022-03-22,"TSLA",0.0687,2,0.0225,2,FALSE
"3962",2022-03-22,"TQQQ",0.0186,9,0.0049,-10,FALSE
"3963",2022-03-22,"SQQQ",0.0144,5,-0.0047,1,FALSE
"3964",2022-03-22,"SPY",0.028,3,0.014,-3,FALSE
"3965",2022-03-22,"QQQ",0.0259,6,0.011,-7,FALSE
"3966",2022-03-22,"PDD",0.0152,-1,0,0,TRUE
"3967",2022-03-22,"NVDA",0.0471,1,0.0181,2,FALSE
"3968",2022-03-22,"BABA",0.035,-1,0.0195,1,FALSE
"3969",2022-03-22,"AMD",0.0447,0,0.0264,-5,FALSE
"3970",2022-03-22,"AAPL",0.0322,-1,0.000399999999999998,0,FALSE
"3951",2022-03-23,"TSLA",0.081,2,-0.00659999999999999,2,FALSE
"3952",2022-03-23,"TQQQ",0.0194,7,0.0058,6,FALSE
"3953",2022-03-23,"SQQQ",0.0169,4,-0.0025,-4,FALSE
"3954",2022-03-23,"SPY",0.0242,3,0.0119,-3,FALSE
"3955",2022-03-23,"QQQ",0.0225,5,0.0079,1,FALSE
"3956",2022-03-23,"NVDA",0.0392,0,-0.0014,0,FALSE
"3957",2022-03-23,"BABA",0.0303,-1,-0.0016,1,FALSE
"3958",2022-03-23,"AMD",0.0417,-1,0.0264,-6,FALSE
"3959",2022-03-23,"AMC",0.0188,0,-0.0463,-1,FALSE
"3960",2022-03-23,"AAPL",0.0381,-1,0.0056,0,FALSE
"3941",2022-03-24,"TSLA",0.0492,2,-0.0094,2,FALSE
"3942",2022-03-24,"TQQQ",0.0175,10,-0.000399999999999998,18,FALSE
"3943",2022-03-24,"SQQQ",0.0142,4,-0.0067,-4,FALSE
"3944",2022-03-24,"SPY",0.0244,3,0.0096,-1,FALSE
"3945",2022-03-24,"QQQ",0.0251,7,0.0047,-4,FALSE
"3946",2022-03-24,"NVDA",0.0891,0,0.0603,0,FALSE
"3947",2022-03-24,"FB",0.0131,0,-0.000999999999999999,1,FALSE
"3948",2022-03-24,"BABA",0.0193,-1,0.009,-2,FALSE
"3949",2022-03-24,"AMD",0.0588,-1,0.0422,-7,FALSE
"3950",2022-03-24,"AAPL",0.0376,-2,0.0063,-2,FALSE
"3931",2022-03-25,"TSLA",0.038,2,0.0026,2,FALSE
"3932",2022-03-25,"TQQQ",0.0218,11,0.0092,-1,FALSE
"3933",2022-03-25,"TLRY",0.0161,9,0,0,TRUE
"3934",2022-03-25,"SPY",0.0275,4,0.0064,1,FALSE
"3935",2022-03-25,"QQQ",0.0289,6,0.0124,-5,FALSE
"3936",2022-03-25,"NVDA",0.0596,0,0.0375,1,FALSE
"3937",2022-03-25,"FB",0.0196,1,-0.0021,0,FALSE
"3938",2022-03-25,"BABA",0.0161,-2,-0.116,-1,FALSE
"3939",2022-03-25,"AMD",0.0465,-2,0.0181,-9,FALSE
"3940",2022-03-25,"AAPL",0.0383,-2,-0.0089,-2,FALSE
"3921",2022-03-28,"TSLA",0.0706,2,0.0357,2,FALSE
"3922",2022-03-28,"TQQQ",0.0192,12,0.0068,0,FALSE
"3923",2022-03-28,"SQQQ",0.0124,3,-0.0021,-6,FALSE
"3924",2022-03-28,"SPY",0.0257,4,0.0018,-1,FALSE
"3925",2022-03-28,"QQQ",0.0268,5,0.0137,-4,FALSE
"3926",2022-03-28,"NVDA",0.0382,0,0.0241,1,FALSE
"3927",2022-03-28,"MSFT",0.0146,0,-9.99999999999994e-05,-4,FALSE
"3928",2022-03-28,"AMD",0.0444,-3,0.0256,-9,FALSE
"3929",2022-03-28,"AMC",0.0382,1,-0.0137,-4,FALSE
"3930",2022-03-28,"AAPL",0.041,-2,-0.018,-2,FALSE
"3911",2022-03-29,"TSLA",0.0419,2,0.003,2,FALSE
"3912",2022-03-29,"TQQQ",0.0191,14,0.0042,9,FALSE
"3913",2022-03-29,"SPY",0.0274,4,0.01,1,FALSE
"3914",2022-03-29,"QQQ",0.0269,4,0.0112,2,FALSE
"3915",2022-03-29,"NVDA",0.0411,0,0.0263,1,FALSE
"3916",2022-03-29,"MSFT",0.0131,0,-0.0011,-4,FALSE
"3917",2022-03-29,"FB",0.0128,1,0.0025,2,FALSE
"3918",2022-03-29,"AMD",0.0391,-3,0.0153,-10,FALSE
"3919",2022-03-29,"AMC",0.0332,2,0.0083,-2,FALSE
"3920",2022-03-29,"AAPL",0.0352,-2,-0.0318,-2,FALSE
"3901",2022-03-30,"TSLA",0.0378,2,-0.008,2,FALSE
"3902",2022-03-30,"TQQQ",0.0182,13,0.0047,9,FALSE
"3903",2022-03-30,"SPY",0.0264,2,0.0097,0,FALSE
"3904",2022-03-30,"QQQ",0.0268,3,0.0142,-4,FALSE
"3905",2022-03-30,"NVDA",0.0398,0,0.021,-1,FALSE
"3906",2022-03-30,"NIO",0.0155,1,-0.0091,0,FALSE
"3907",2022-03-30,"MU",0.0184,5,0.0044,3,FALSE
"3908",2022-03-30,"AMD",0.0462,-3,0.0028,-10,FALSE
"3909",2022-03-30,"AMC",0.0168,1,-0.0284,-4,FALSE
"3910",2022-03-30,"AAPL",0.0395,-2,-0.0393,-2,FALSE
"3891",2022-03-31,"TSLA",0.0297,2,-0.0388,2,FALSE
"3892",2022-03-31,"TQQQ",0.0185,11,0.0035,12,FALSE
"3893",2022-03-31,"SQQQ",0.0154,2,-0.0027,-5,FALSE
"3894",2022-03-31,"SPY",0.0293,4,0.011,1,FALSE
"3895",2022-03-31,"QQQ",0.0253,3,0.0156,-1,FALSE
"3896",2022-03-31,"NVDA",0.0484,0,0.0225,-1,FALSE
"3897",2022-03-31,"LGVN",0.013,1,0,0,TRUE
"3898",2022-03-31,"AMD",0.0635,-3,0.0352,-8,FALSE
"3899",2022-03-31,"AMC",0.0169,-1,-0.0087,-1,FALSE
"3900",2022-03-31,"AAPL",0.0341,-2,-0.0116,-2,FALSE
"3881",2022-04-01,"TSLA",0.0295,1,0,0,TRUE
"3882",2022-04-01,"TQQQ",0.0194,9,0,0,TRUE
"3883",2022-04-01,"SQQQ",0.0159,4,0,0,TRUE
"3884",2022-04-01,"SPY",0.0324,4,0,0,TRUE
"3885",2022-04-01,"QQQ",0.0287,3,0,0,TRUE
"3886",2022-04-01,"NVDA",0.0473,0,0,0,TRUE
"3887",2022-04-01,"NIO",0.0155,1,0,0,TRUE
"3888",2022-04-01,"BABA",0.0179,0,0,0,TRUE
"3889",2022-04-01,"AMD",0.0558,-1,0,0,TRUE
"3890",2022-04-01,"AAPL",0.0348,-3,0,0,TRUE
"3871",2022-04-04,"TWTR",0.0766,-1,0.0559,-1,FALSE
"3872",2022-04-04,"TSLA",0.0544,2,0.0052,1,FALSE
"3873",2022-04-04,"TQQQ",0.0135,8,0.0027,3,FALSE
"3874",2022-04-04,"SPY",0.025,2,0.0072,-1,FALSE
"3875",2022-04-04,"QQQ",0.0203,-1,0.0097,-8,FALSE
"3876",2022-04-04,"NVDA",0.0317,1,0.0207,1,FALSE
"3877",2022-04-04,"NIO",0.0123,1,-0.0469,-3,FALSE
"3878",2022-04-04,"FB",0.0126,2,0.0041,4,FALSE
"3879",2022-04-04,"AMD",0.0512,-1,0.0165,-8,FALSE
"3880",2022-04-04,"AAPL",0.0333,-3,-0.0287,-2,FALSE
"3861",2022-04-05,"TWTR",0.0641,1,-0.0125,2,FALSE
"3862",2022-04-05,"TSLA",0.0495,2,-0.1565,2,FALSE
"3863",2022-04-05,"TQQQ",0.0166,8,-0.000299999999999998,8,FALSE
"3864",2022-04-05,"SQQQ",0.0128,8,-0.0012,2,FALSE
"3865",2022-04-05,"SPY",0.0296,2,0.0156,0,FALSE
"3866",2022-04-05,"QQQ",0.0285,1,0.0123,2,FALSE
"3867",2022-04-05,"NVDA",0.0328,2,0.0171,3,FALSE
"3868",2022-04-05,"FB",0.0137,2,0.0044,0,FALSE
"3869",2022-04-05,"AMD",0.0404,0,0.0255,-1,FALSE
"3870",2022-04-05,"AAPL",0.0317,-1,-0.0053,-1,FALSE
"3851",2022-04-06,"TWTR",0.0462,1,-0.0179,0,FALSE
"3852",2022-04-06,"TSLA",0.0446,1,-0.1214,2,FALSE
"3853",2022-04-06,"TQQQ",0.0218,7,0.0127,3,FALSE
"3854",2022-04-06,"SQQQ",0.0174,7,0.0063,3,FALSE
"3855",2022-04-06,"SPY",0.0314,4,0.017,1,FALSE
"3856",2022-04-06,"QQQ",0.031,3,0.0222,-1,FALSE
"3857",2022-04-06,"NVDA",0.0466,1,0.0325,1,FALSE
"3858",2022-04-06,"MSFT",0.0169,-2,-0.0061,-5,FALSE
"3859",2022-04-06,"AMD",0.0469,0,0.0314,0,FALSE
"3860",2022-04-06,"AAPL",0.0338,-5,0.0013,-4,FALSE
"3841",2022-04-07,"TWTR",0.0387,1,0.0164,2,FALSE
"3842",2022-04-07,"TSLA",0.043,1,0.0138,0,FALSE
"3843",2022-04-07,"TQQQ",0.022,7,0.0127,1,FALSE
"3844",2022-04-07,"SQQQ",0.0189,6,0.0015,-1,FALSE
"3845",2022-04-07,"SPY",0.0251,4,0.0117,2,FALSE
"3846",2022-04-07,"QQQ",0.0293,3,0.0114,2,FALSE
"3847",2022-04-07,"NVDA",0.0429,1,0.0112,-1,FALSE
"3848",2022-04-07,"HPQ",0.0134,-1,0,0,TRUE
"3849",2022-04-07,"AMD",0.0481,0,0.0262,-8,FALSE
"3850",2022-04-07,"AAPL",0.0321,-4,-0.02,-4,FALSE
"3831",2022-04-08,"TWTR",0.0272,0,-0.0115,-1,FALSE
"3832",2022-04-08,"TSLA",0.0355,1,-0.0193,0,FALSE
"3833",2022-04-08,"TQQQ",0.0218,7,0.0122,-5,FALSE
"3834",2022-04-08,"SQQQ",0.0169,6,-0.002,0,FALSE
"3835",2022-04-08,"SPY",0.0303,4,0.0181,1,FALSE
"3836",2022-04-08,"QQQ",0.0287,5,0.0193,-3,FALSE
"3837",2022-04-08,"OXY",0.0125,3,-0.0019,6,FALSE
"3838",2022-04-08,"NVDA",0.0442,1,0.0289,-1,FALSE
"3839",2022-04-08,"AMD",0.0542,0,0.0261,-9,FALSE
"3840",2022-04-08,"AAPL",0.0361,-5,-0.0054,-5,FALSE
"3821",2022-04-11,"VERU",0.0267,11,0,0,TRUE
"3822",2022-04-11,"TWTR",0.0366,-1,0.0238,-5,FALSE
"3823",2022-04-11,"TSLA",0.0409,1,0.005,1,FALSE
