"","date","ticker","activity","sentiment","deltaActivity","deltaSentiment","newEntry"
"7870",2020-09-02,"AAPL",0.0844,5,0.0468,4,FALSE
"7851",2020-09-03,"ZM",0.0237,-3,0.0045,-2,FALSE
"7852",2020-09-03,"TSLA",0.0833,0,0.0607,0,FALSE
"7853",2020-09-03,"TQQQ",0.0235,3,0.0085,10,FALSE
"7854",2020-09-03,"SPY",0.021,-2,0.0063,-5,FALSE
"7855",2020-09-03,"QQQ",0.022,3,0.0127,-3,FALSE
"7856",2020-09-03,"NVDA",0.0277,1,0.011,2,FALSE
"7857",2020-09-03,"MSFT",0.019,1,0.0074,-1,FALSE
"7858",2020-09-03,"DOCU",0.0302,-1,0.0047,-3,FALSE
"7859",2020-09-03,"AMD",0.0271,2,-0.007,-4,FALSE
"7860",2020-09-03,"AAPL",0.0915,4,0.037,5,FALSE
"7841",2020-09-04,"TSLA",0.1117,-1,0.0625,-2,FALSE
"7842",2020-09-04,"TQQQ",0.025,-1,0.0142,-6,FALSE
"7843",2020-09-04,"SPY",0.0182,-2,0.000400000000000001,-5,FALSE
"7844",2020-09-04,"QQQ",0.0221,4,0.0115,-3,FALSE
"7845",2020-09-04,"NVDA",0.0361,-2,0.0251,-2,FALSE
"7846",2020-09-04,"MSFT",0.0202,0,0.0099,0,FALSE
"7847",2020-09-04,"DOCU",0.0196,-4,-0.0106,-3,FALSE
"7848",2020-09-04,"AMZN",0.0226,0,-0.0021,-1,FALSE
"7849",2020-09-04,"AMD",0.0257,1,-0.009,-6,FALSE
"7850",2020-09-04,"AAPL",0.1085,3,0.0465,4,FALSE
"7831",2020-09-08,"TSLA",0.1251,-3,0.0703,-4,FALSE
"7832",2020-09-08,"TQQQ",0.0222,-4,0.0126,-16,FALSE
"7833",2020-09-08,"SPY",0.018,-1,0.0058,-4,FALSE
"7834",2020-09-08,"QQQ",0.0198,3,0.0104,-5,FALSE
"7835",2020-09-08,"NVDA",0.0281,-5,0.0128,-7,FALSE
"7836",2020-09-08,"NKLA",0.0381,-2,0,0,TRUE
"7837",2020-09-08,"MSFT",0.0171,1,-0.0077,-3,FALSE
"7838",2020-09-08,"AMZN",0.0177,0,-0.0082,0,FALSE
"7839",2020-09-08,"AMD",0.0222,2,-0.0059,-7,FALSE
"7840",2020-09-08,"AAPL",0.0887,3,0.0472,3,FALSE
"7821",2020-09-09,"ZM",0.0291,-5,0.0092,2,FALSE
"7822",2020-09-09,"TSLA",0.1136,-3,0.0337,-4,FALSE
"7823",2020-09-09,"TQQQ",0.021,-7,0.0065,-17,FALSE
"7824",2020-09-09,"NVDA",0.0272,-4,0.0155,-5,FALSE
"7825",2020-09-09,"MSFT",0.0213,1,0.0089,2,FALSE
"7826",2020-09-09,"FB",0.0192,-1,-0.0028,0,FALSE
"7827",2020-09-09,"BA",0.017,1,0.0041,0,FALSE
"7828",2020-09-09,"AMZN",0.018,0,-0.0047,0,FALSE
"7829",2020-09-09,"AMD",0.0238,2,0.001,-6,FALSE
"7830",2020-09-09,"AAPL",0.0836,3,0.0354,3,FALSE
"7811",2020-09-10,"ZM",0.018,-4,-0.0111,1,FALSE
"7812",2020-09-10,"TSLA",0.1381,-3,0.0692,-4,FALSE
"7813",2020-09-10,"TQQQ",0.0202,-5,0.0093,-17,FALSE
"7814",2020-09-10,"SPY",0.0196,0,0.0074,-4,FALSE
"7815",2020-09-10,"QQQ",0.0185,3,0.0013,1,FALSE
"7816",2020-09-10,"PTON",0.0229,0,0.0075,1,FALSE
"7817",2020-09-10,"NVDA",0.025,-3,-0.0022,1,FALSE
"7818",2020-09-10,"FB",0.0188,0,0.0045,1,FALSE
"7819",2020-09-10,"AMD",0.0188,2,-0.0148,-6,FALSE
"7820",2020-09-10,"AAPL",0.0811,3,0.0194,3,FALSE
"7801",2020-09-11,"TSLA",0.1025,-2,0.0666,-2,FALSE
"7802",2020-09-11,"TQQQ",0.0208,-4,0.0084,-17,FALSE
"7803",2020-09-11,"SQQQ",0.0208,3,0.0105,3,FALSE
"7804",2020-09-11,"SPY",0.019,1,0.0042,-1,FALSE
"7805",2020-09-11,"QQQ",0.0181,2,0.000900000000000001,1,FALSE
"7806",2020-09-11,"PTON",0.0479,1,0.025,1,FALSE
"7807",2020-09-11,"NVDA",0.0311,-2,0.0181,-4,FALSE
"7808",2020-09-11,"NKLA",0.024,-4,0.0093,-7,FALSE
"7809",2020-09-11,"AMD",0.0201,2,-0.0029,-6,FALSE
"7810",2020-09-11,"AAPL",0.0877,3,0.024,3,FALSE
"7791",2020-09-14,"TSLA",0.1323,-2,0.0583,-2,FALSE
"7792",2020-09-14,"TQQQ",0.0147,-3,0.0044,-12,FALSE
"7793",2020-09-14,"PTON",0.0252,1,0.0111,-2,FALSE
"7794",2020-09-14,"NVDA",0.0506,-1,0.0351,-2,FALSE
"7795",2020-09-14,"NKLA",0.0303,-5,0,0,TRUE
"7796",2020-09-14,"NFLX",0.0174,0,0.0041,1,FALSE
"7797",2020-09-14,"FB",0.0162,0,0.0029,-2,FALSE
"7798",2020-09-14,"AMZN",0.0145,1,-0.0016,0,FALSE
"7799",2020-09-14,"AMD",0.0165,2,0.0011,-4,FALSE
"7800",2020-09-14,"AAPL",0.0666,2,0.021,2,FALSE
"7781",2020-09-15,"TSLA",0.1459,-1,0.0722,-1,FALSE
"7782",2020-09-15,"TQQQ",0.0154,-3,0.0043,-13,FALSE
"7783",2020-09-15,"SQ",0.014,0,0,0,TRUE
"7784",2020-09-15,"QQQ",0.0124,1,0.0035,-10,FALSE
"7785",2020-09-15,"PTON",0.0426,0,0.0174,-1,FALSE
"7786",2020-09-15,"NVDA",0.0307,0,-0.0106,0,FALSE
"7787",2020-09-15,"NKLA",0.0148,-5,-0.0155,0,FALSE
"7788",2020-09-15,"FB",0.0126,0,-0.0036,0,FALSE
"7789",2020-09-15,"AMD",0.0205,2,0.0039,-4,FALSE
"7790",2020-09-15,"AAPL",0.0948,2,0.0386,2,FALSE
"7771",2020-09-16,"TSLA",0.1192,0,0.0676,0,FALSE
"7772",2020-09-16,"TQQQ",0.0177,-2,0.0065,-6,FALSE
"7773",2020-09-16,"SNOW",0.0283,1,0.015,1,FALSE
"7774",2020-09-16,"NVDA",0.0227,0,-0.0051,1,FALSE
"7775",2020-09-16,"FDX",0.0155,0,0,0,TRUE
"7776",2020-09-16,"FB",0.0176,-1,0.005,-1,FALSE
"7777",2020-09-16,"DKNG",0.0198,0,-0.0074,5,FALSE
"7778",2020-09-16,"BA",0.019,-1,-0.011,0,FALSE
"7779",2020-09-16,"AMD",0.0154,1,-0.0026,-2,FALSE
"7780",2020-09-16,"AAPL",0.0688,2,0.0215,2,FALSE
"7761",2020-09-17,"TSLA",0.1136,0,0.0457,0,FALSE
"7762",2020-09-17,"TQQQ",0.0215,-2,0.0116,-7,FALSE
"7763",2020-09-17,"SPY",0.0189,0,0.006,-8,FALSE
"7764",2020-09-17,"NVDA",0.0377,0,0.015,0,FALSE
"7765",2020-09-17,"FB",0.0195,0,0.0019,1,FALSE
"7766",2020-09-17,"DKNG",0.0222,0,0.0024,0,FALSE
"7767",2020-09-17,"BA",0.0191,-1,0.0085,4,FALSE
"7768",2020-09-17,"AMZN",0.0187,1,0.0026,-2,FALSE
"7769",2020-09-17,"AMD",0.0214,1,-0.0045,-2,FALSE
"7770",2020-09-17,"AAPL",0.0828,2,0.0417,3,FALSE
"7751",2020-09-18,"ZM",0.0174,-1,0,0,TRUE
"7752",2020-09-18,"TSLA",0.1262,0,0.0826,0,FALSE
"7753",2020-09-18,"TQQQ",0.0206,-3,0.0075,-12,FALSE
"7754",2020-09-18,"SPY",0.0204,0,0.0059,-8,FALSE
"7755",2020-09-18,"QQQ",0.0184,1,-9.99999999999994e-05,3,FALSE
"7756",2020-09-18,"PTON",0.0203,0,0,0,TRUE
"7757",2020-09-18,"NVDA",0.0282,0,0.0015,-2,FALSE
"7758",2020-09-18,"AMZN",0.0171,2,-0.003,0,FALSE
"7759",2020-09-18,"AMD",0.018,0,-0.0059,-3,FALSE
"7760",2020-09-18,"AAPL",0.0893,3,0.0434,4,FALSE
"7741",2020-09-21,"ZM",0.0193,-1,-0.0053,-2,FALSE
"7742",2020-09-21,"TSLA",0.1389,1,0.0749,1,FALSE
"7743",2020-09-21,"TQQQ",0.0152,-3,-0.000200000000000001,-5,FALSE
"7744",2020-09-21,"SPY",0.0194,0,0.0037,-10,FALSE
"7745",2020-09-21,"ROKU",0.0347,0,0.0207,-1,FALSE
"7746",2020-09-21,"PTON",0.0326,0,0,0,TRUE
"7747",2020-09-21,"NVDA",0.0224,0,-0.0097,0,FALSE
"7748",2020-09-21,"BA",0.016,0,-0.0017,7,FALSE
"7749",2020-09-21,"AMD",0.0188,0,-0.0112,-5,FALSE
"7750",2020-09-21,"AAPL",0.0749,2,0.0476,4,FALSE
"7731",2020-09-22,"ZM",0.0289,0,0.0096,1,FALSE
"7732",2020-09-22,"TSLA",0.1055,1,0.0593,1,FALSE
"7733",2020-09-22,"TQQQ",0.0196,0,0.0059,-19,FALSE
"7734",2020-09-22,"ROKU",0.0282,0,0.015,0,FALSE
"7735",2020-09-22,"PTON",0.0348,0,0.0022,0,FALSE
"7736",2020-09-22,"NVDA",0.0299,0,0.000899999999999998,1,FALSE
"7737",2020-09-22,"FB",0.0184,0,-0.0212,1,FALSE
"7738",2020-09-22,"AMZN",0.0212,2,0.0013,1,FALSE
"7739",2020-09-22,"AMD",0.021,0,0.0027,-5,FALSE
"7740",2020-09-22,"AAPL",0.0925,2,0.0607,3,FALSE
"7721",2020-09-23,"ZM",0.0419,0,0.013,0,FALSE
"7722",2020-09-23,"TSLA",0.1241,1,0.0365,1,FALSE
"7723",2020-09-23,"TQQQ",0.0182,1,0.0046,0,FALSE
"7724",2020-09-23,"SPY",0.0171,1,0.0048,-5,FALSE
"7725",2020-09-23,"ROKU",0.0236,0,0.0097,1,FALSE
"7726",2020-09-23,"PTON",0.0453,0,0.0105,0,FALSE
"7727",2020-09-23,"NVDA",0.0288,0,-0.0118,0,FALSE
"7728",2020-09-23,"NKE",0.017,2,0,0,TRUE
"7729",2020-09-23,"AMD",0.015,0,-3e-04,-5,FALSE
"7730",2020-09-23,"AAPL",0.0625,2,0.03,3,FALSE
"7711",2020-09-24,"ZM",0.0305,0,0.0127,-3,FALSE
"7712",2020-09-24,"TSLA",0.1476,-1,0.089,-1,FALSE
"7713",2020-09-24,"TQQQ",0.0215,1,0.0036,9,FALSE
"7714",2020-09-24,"SQQQ",0.0188,5,-0.0021,-3,FALSE
"7715",2020-09-24,"SPY",0.0192,0,0.0044,-4,FALSE
"7716",2020-09-24,"PTON",0.0202,0,-0.0251,0,FALSE
"7717",2020-09-24,"NVDA",0.0324,0,0.0036,0,FALSE
"7718",2020-09-24,"BA",0.0187,1,0.0035,2,FALSE
"7719",2020-09-24,"AMD",0.0213,0,0.0047,-6,FALSE
"7720",2020-09-24,"AAPL",0.0723,1,0.041,1,FALSE
"7701",2020-09-25,"ZM",0.0249,0,-0.0171,1,FALSE
"7702",2020-09-25,"TSLA",0.1178,0,0.0824,0,FALSE
"7703",2020-09-25,"TQQQ",0.0203,4,0.0077,-8,FALSE
"7704",2020-09-25,"SQQQ",0.0161,3,-0.0027,-2,FALSE
"7705",2020-09-25,"SPY",0.0196,1,-0.0015,-2,FALSE
"7706",2020-09-25,"PTON",0.0349,-1,0.0147,-1,FALSE
"7707",2020-09-25,"NVDA",0.026,1,0.0039,2,FALSE
"7708",2020-09-25,"BA",0.026,1,0.0024,2,FALSE
"7709",2020-09-25,"AMD",0.023,0,-0.0054,-7,FALSE
"7710",2020-09-25,"AAPL",0.0814,1,0.0342,1,FALSE
"7691",2020-09-28,"ZM",0.0365,1,0.0192,2,FALSE
"7692",2020-09-28,"TSLA",0.0902,0,0.0553,0,FALSE
"7693",2020-09-28,"TQQQ",0.0203,4,0.0079,-8,FALSE
"7694",2020-09-28,"SPY",0.0178,1,-0.0061,-4,FALSE
"7695",2020-09-28,"PTON",0.0256,-1,0,0,TRUE
"7696",2020-09-28,"NVDA",0.0222,1,0.0081,2,FALSE
"7697",2020-09-28,"BA",0.0367,1,-0.0035,3,FALSE
"7698",2020-09-28,"AMZN",0.0146,0,-0.000999999999999999,-1,FALSE
"7699",2020-09-28,"AMD",0.0189,1,9.99999999999994e-05,-5,FALSE
"7700",2020-09-28,"AAPL",0.0757,1,0.0167,1,FALSE
"7681",2020-09-29,"ZM",0.0278,0,-0.0087,-1,FALSE
"7682",2020-09-29,"TSLA",0.0942,0,0.0553,0,FALSE
"7683",2020-09-29,"TQQQ",0.0186,5,0.0037,0,FALSE
"7684",2020-09-29,"SPY",0.0182,0,0.000800000000000002,-3,FALSE
"7685",2020-09-29,"PTON",0.0293,0,0.0037,1,FALSE
"7686",2020-09-29,"NVDA",0.0288,1,0.014,2,FALSE
"7687",2020-09-29,"NIO",0.0246,1,0.0061,-2,FALSE
"7688",2020-09-29,"BA",0.0197,1,-0.0049,3,FALSE
"7689",2020-09-29,"AMD",0.0267,1,0.0029,-6,FALSE
"7690",2020-09-29,"AAPL",0.0591,1,-0.0079,1,FALSE
"7671",2020-09-30,"ZM",0.0165,0,-0.0113,0,FALSE
"7672",2020-09-30,"TSLA",0.0788,0,0.033,0,FALSE
"7673",2020-09-30,"TQQQ",0.0203,5,0.0068,1,FALSE
"7674",2020-09-30,"SPY",0.0196,-1,0.0029,-3,FALSE
"7675",2020-09-30,"QQQ",0.0153,2,0.0027,-5,FALSE
"7676",2020-09-30,"NVDA",0.0259,1,0.0071,0,FALSE
"7677",2020-09-30,"NIO",0.0293,2,0.0047,1,FALSE
"7678",2020-09-30,"BA",0.0366,2,0.0193,2,FALSE
"7679",2020-09-30,"AMD",0.0234,1,-0.02,-6,FALSE
"7680",2020-09-30,"AAPL",0.0694,1,-0.00939999999999999,1,FALSE
"7661",2020-10-01,"TSLA",0.0807,0,0,0,TRUE
"7662",2020-10-01,"TQQQ",0.0189,8,0,0,TRUE
"7663",2020-10-01,"SPY",0.0201,0,0,0,TRUE
"7664",2020-10-01,"PTON",0.0193,0,0,0,TRUE
"7665",2020-10-01,"NVDA",0.021,2,0,0,TRUE
"7666",2020-10-01,"NKLA",0.0309,0,0,0,TRUE
"7667",2020-10-01,"BA",0.0306,2,0,0,TRUE
"7668",2020-10-01,"AMZN",0.0168,0,0,0,TRUE
"7669",2020-10-01,"AMD",0.0252,1,0,0,TRUE
"7670",2020-10-01,"AAPL",0.0586,1,0,0,TRUE
"7651",2020-10-02,"ZM",0.0226,0,6e-04,2,FALSE
"7652",2020-10-02,"TSLA",0.1003,1,0.0763,1,FALSE
"7653",2020-10-02,"TQQQ",0.0258,5,0.0105,-2,FALSE
"7654",2020-10-02,"SPY",0.0205,2,-0.0283,-8,FALSE
"7655",2020-10-02,"QQQ",0.0195,1,-0.000900000000000001,-4,FALSE
"7656",2020-10-02,"PTON",0.0217,1,0.0024,1,FALSE
"7657",2020-10-02,"NVDA",0.0181,2,0.0014,2,FALSE
"7658",2020-10-02,"BA",0.0257,2,-0.0104,6,FALSE
"7659",2020-10-02,"AMD",0.024,3,-0.0032,-1,FALSE
"7660",2020-10-02,"AAPL",0.0704,3,0.0328,2,FALSE
"7641",2020-10-05,"ZM",0.0151,1,9e-04,2,FALSE
"7642",2020-10-05,"TSLA",0.083,1,-0.123,1,FALSE
"7643",2020-10-05,"TQQQ",0.0188,3,0.0019,3,FALSE
"7644",2020-10-05,"SPY",0.0152,2,0.0012,0,FALSE
"7645",2020-10-05,"NVDA",0.0203,2,0.0046,3,FALSE
"7646",2020-10-05,"DKNG",0.0164,2,0,0,TRUE
"7647",2020-10-05,"BA",0.0227,2,-0.0047,4,FALSE
"7648",2020-10-05,"AMZN",0.0152,0,0.0015,1,FALSE
"7649",2020-10-05,"AMD",0.0265,2,0.0116,1,FALSE
"7650",2020-10-05,"AAPL",0.0576,2,0.0206,2,FALSE
"7631",2020-10-06,"TSLA",0.0708,1,-0.0952,2,FALSE
"7632",2020-10-06,"TQQQ",0.0225,1,0.0134,-3,FALSE
"7633",2020-10-06,"SPY",0.0195,0,0.0051,-3,FALSE
"7634",2020-10-06,"QQQ",0.0157,0,0.0069,-4,FALSE
"7635",2020-10-06,"PTON",0.0128,1,0.0021,0,FALSE
"7636",2020-10-06,"NVDA",0.0317,2,0.0176,2,FALSE
"7637",2020-10-06,"BA",0.0391,2,0.0127,3,FALSE
"7638",2020-10-06,"AMZN",0.0154,0,0.0031,0,FALSE
"7639",2020-10-06,"AMD",0.0255,3,0.01,3,FALSE
"7640",2020-10-06,"AAPL",0.0762,4,0.0437,5,FALSE
"7621",2020-10-07,"TSLA",0.0757,1,0.0465,0,FALSE
"7622",2020-10-07,"TQQQ",0.0179,4,0.0086,-2,FALSE
"7623",2020-10-07,"SPY",0.0168,0,0.0034,-2,FALSE
"7624",2020-10-07,"NVDA",0.0186,2,-0.0131,0,FALSE
"7625",2020-10-07,"FB",0.0162,1,0.0057,2,FALSE
"7626",2020-10-07,"DKNG",0.0201,3,0,0,TRUE
"7627",2020-10-07,"BA",0.0217,2,0.012,2,FALSE
"7628",2020-10-07,"AMZN",0.0169,0,-0.0109,1,FALSE
"7629",2020-10-07,"AMD",0.0253,3,0.0034,-5,FALSE
"7630",2020-10-07,"AAPL",0.0556,3,0.0035,3,FALSE
"7611",2020-10-08,"TSLA",0.0727,2,0.0179,1,FALSE
"7612",2020-10-08,"TQQQ",0.0174,5,0.0078,-7,FALSE
"7613",2020-10-08,"SPY",0.0146,-1,0.0024,-4,FALSE
"7614",2020-10-08,"ROKU",0.0147,0,-0.000700000000000001,-1,FALSE
"7615",2020-10-08,"NVDA",0.0164,3,0.0011,1,FALSE
"7616",2020-10-08,"IBM",0.0142,0,0,0,TRUE
"7617",2020-10-08,"BA",0.0199,1,0.001,0,FALSE
"7618",2020-10-08,"AMZN",0.0142,-2,-0.0117,-2,FALSE
"7619",2020-10-08,"AMD",0.0339,4,0.0058,-5,FALSE
"7620",2020-10-08,"AAPL",0.0477,4,0.0062,4,FALSE
"7601",2020-10-09,"ZM",0.016,0,-0.0039,7,FALSE
"7602",2020-10-09,"TSLA",0.048,1,-0.0319,0,FALSE
"7603",2020-10-09,"TQQQ",0.0146,8,9.99999999999994e-05,-2,FALSE
"7604",2020-10-09,"SPY",0.0158,-1,0.000800000000000002,-4,FALSE
"7605",2020-10-09,"NVDA",0.0137,2,0.002,1,FALSE
"7606",2020-10-09,"MSFT",0.0139,-1,0.0015,0,FALSE
"7607",2020-10-09,"BA",0.0156,2,0.0027,1,FALSE
"7608",2020-10-09,"AMZN",0.0211,-2,-0.0016,-2,FALSE
"7609",2020-10-09,"AMD",0.0383,6,0.0155,-2,FALSE
"7610",2020-10-09,"AAPL",0.0491,3,0.000899999999999998,3,FALSE
"7591",2020-10-12,"WKHS",0.0183,0,0,0,TRUE
"7592",2020-10-12,"TSLA",0.0561,0,0.0084,1,FALSE
"7593",2020-10-12,"TQQQ",0.021,11,0.0093,10,FALSE
"7594",2020-10-12,"SPY",0.0189,0,0.0047,-5,FALSE
"7595",2020-10-12,"QQQ",0.018,5,0.002,4,FALSE
"7596",2020-10-12,"MSFT",0.0184,-1,-0.0255,-6,FALSE
"7597",2020-10-12,"FB",0.0187,0,-0.0019,-1,FALSE
"7598",2020-10-12,"AMZN",0.0332,-2,0.0096,-2,FALSE
"7599",2020-10-12,"AMD",0.0192,5,-0.0116,3,FALSE
"7600",2020-10-12,"AAPL",0.1316,3,0.1011,4,FALSE
"7581",2020-10-13,"ZM",0.0141,0,-0.0064,3,FALSE
"7582",2020-10-13,"TSLA",0.0481,0,0.0023,0,FALSE
"7583",2020-10-13,"TQQQ",0.0203,13,0.0064,18,FALSE
"7584",2020-10-13,"SPY",0.015,0,-0.0199,-3,FALSE
"7585",2020-10-13,"QQQ",0.0149,5,-0.0016,4,FALSE
"7586",2020-10-13,"PTON",0.0141,3,0.0031,4,FALSE
"7587",2020-10-13,"MSFT",0.0123,0,-0.0275,-4,FALSE
"7588",2020-10-13,"AMZN",0.0235,-2,0.0096,-2,FALSE
"7589",2020-10-13,"AMD",0.0217,4,6e-04,2,FALSE
"7590",2020-10-13,"AAPL",0.172,4,0.1369,5,FALSE
"7571",2020-10-14,"ZM",0.0129,1,-0.0012,1,FALSE
"7572",2020-10-14,"TSLA",0.076,0,0.002,0,FALSE
"7573",2020-10-14,"TQQQ",0.0207,12,0.0104,3,FALSE
"7574",2020-10-14,"SPY",0.0176,1,0.0066,-2,FALSE
"7575",2020-10-14,"QQQ",0.0145,2,-0.000799999999999999,3,FALSE
"7576",2020-10-14,"PTON",0.0226,3,0.0085,0,FALSE
"7577",2020-10-14,"NIO",0.0618,4,0.0388,0,FALSE
"7578",2020-10-14,"AMZN",0.025,-2,0.0089,-3,FALSE
"7579",2020-10-14,"AMD",0.0214,4,0.006,-2,FALSE
"7580",2020-10-14,"AAPL",0.0971,3,0.0515,3,FALSE
"7561",2020-10-15,"ZM",0.0281,0,0.0152,-1,FALSE
"7562",2020-10-15,"TSLA",0.0594,0,-0.0143,0,FALSE
"7563",2020-10-15,"TQQQ",0.0186,8,0.0075,-2,FALSE
"7564",2020-10-15,"SPY",0.019,3,0.006,-2,FALSE
"7565",2020-10-15,"PTON",0.0211,3,-0.0041,2,FALSE
"7566",2020-10-15,"NIO",0.0765,5,0.0591,2,FALSE
"7567",2020-10-15,"FSLY",0.0344,-1,0,0,TRUE
"7568",2020-10-15,"AMZN",0.0193,-1,-5e-04,-2,FALSE
"7569",2020-10-15,"AMD",0.0185,5,0.0019,-1,FALSE
"7570",2020-10-15,"AAPL",0.0712,2,0.015,2,FALSE
"7551",2020-10-16,"ZM",0.0289,1,0.000799999999999999,1,FALSE
"7552",2020-10-16,"TSLA",0.0504,0,-0.0012,0,FALSE
"7553",2020-10-16,"TQQQ",0.0192,6,0.008,2,FALSE
"7554",2020-10-16,"SPY",0.0178,2,0.0035,-6,FALSE
"7555",2020-10-16,"PTON",0.0384,2,-0.0042,2,FALSE
"7556",2020-10-16,"NIO",0.0409,5,-0.0356,0,FALSE
"7557",2020-10-16,"HTZ",0.0183,5,0,0,TRUE
"7558",2020-10-16,"BA",0.0259,1,-0.0041,2,FALSE
"7559",2020-10-16,"AMZN",0.0219,0,0.0044,-3,FALSE
"7560",2020-10-16,"AAPL",0.0706,2,0.0233,2,FALSE
"7541",2020-10-19,"ZM",0.0339,1,0.0165,2,FALSE
"7542",2020-10-19,"TSLA",0.0529,0,-0.0094,0,FALSE
"7543",2020-10-19,"TQQQ",0.0218,2,0.0112,4,FALSE
"7544",2020-10-19,"SPY",0.0219,2,0.0089,-10,FALSE
"7545",2020-10-19,"QQQ",0.0163,1,-0.000200000000000002,3,FALSE
"7546",2020-10-19,"PTON",0.0222,2,0.0019,2,FALSE
"7547",2020-10-19,"NIO",0.0243,4,-0.048,2,FALSE
"7548",2020-10-19,"AMZN",0.024,0,0.0123,-1,FALSE
"7549",2020-10-19,"AMD",0.0194,4,-0.013,-1,FALSE
"7550",2020-10-19,"AAPL",0.0741,2,0.0173,2,FALSE
"7531",2020-10-20,"ZM",0.0246,1,-0.0093,0,FALSE
"7532",2020-10-20,"TSLA",0.0497,0,-0.0571,0,FALSE
"7533",2020-10-20,"TQQQ",0.0188,3,0.0011,7,FALSE
"7534",2020-10-20,"SPY",0.0244,3,0.0138,-9,FALSE
"7535",2020-10-20,"QQQ",0.0165,3,-0.0012,0,FALSE
"7536",2020-10-20,"NIO",0.0215,3,-0.0028,-1,FALSE
"7537",2020-10-20,"DKNG",0.0178,4,0,0,TRUE
"7538",2020-10-20,"AMZN",0.0208,0,0.01,-1,FALSE
"7539",2020-10-20,"AMD",0.0187,4,-0.011,-2,FALSE
"7540",2020-10-20,"AAPL",0.0872,2,0.0567,3,FALSE
"7521",2020-10-21,"ZM",0.0174,1,-0.0072,0,FALSE
"7522",2020-10-21,"TSLA",0.0462,0,-0.0178,0,FALSE
"7523",2020-10-21,"TQQQ",0.0173,1,0.0019,-1,FALSE
"7524",2020-10-21,"SPY",0.0199,3,0.0042,-7,FALSE
"7525",2020-10-21,"SNAP",0.0598,3,0,0,TRUE
"7526",2020-10-21,"NFLX",0.0251,3,0.006,1,FALSE
"7527",2020-10-21,"FB",0.0192,0,-0.0157,1,FALSE
"7528",2020-10-21,"AMZN",0.0188,-1,0.0066,-2,FALSE
"7529",2020-10-21,"AMD",0.0165,4,-0.0135,-1,FALSE
"7530",2020-10-21,"AAPL",0.0508,1,0.0235,3,FALSE
"7511",2020-10-22,"ZM",0.0169,1,-0.0024,2,FALSE
"7512",2020-10-22,"TSLA",0.0644,0,0.0182,0,FALSE
"7513",2020-10-22,"TQQQ",0.0172,1,0.0035,-18,FALSE
"7514",2020-10-22,"SPY",0.0187,3,0.0047,-3,FALSE
"7515",2020-10-22,"SNAP",0.0341,3,-0.0257,0,FALSE
"7516",2020-10-22,"QQQ",0.0146,4,-3e-04,-9,FALSE
"7517",2020-10-22,"PTON",0.0195,0,-0.0131,0,FALSE
"7518",2020-10-22,"AMZN",0.0178,0,-0.0021,-1,FALSE
"7519",2020-10-22,"AMD",0.0167,4,-0.0016,-1,FALSE
"7520",2020-10-22,"AAPL",0.0563,2,0.0245,3,FALSE
"7501",2020-10-23,"TSLA",0.0602,1,-0.0274,1,FALSE
"7502",2020-10-23,"TQQQ",0.0156,3,0.002,2,FALSE
"7503",2020-10-23,"SPY",0.0183,2,0.006,-4,FALSE
"7504",2020-10-23,"SNAP",0.0702,3,0.0484,-2,FALSE
"7505",2020-10-23,"QQQ",0.0141,6,-5e-04,2,FALSE
"7506",2020-10-23,"INTC",0.0231,-4,0.0092,-1,FALSE
"7507",2020-10-23,"FB",0.0136,2,-0.0039,3,FALSE
"7508",2020-10-23,"AMZN",0.015,0,-0.0018,-2,FALSE
"7509",2020-10-23,"AMD",0.026,5,0.0107,0,FALSE
"7510",2020-10-23,"AAPL",0.0538,3,0.0213,4,FALSE
"7491",2020-10-26,"ZM",0.0208,1,-0.0041,1,FALSE
"7492",2020-10-26,"TSLA",0.0414,1,0.0014,1,FALSE
"7493",2020-10-26,"TQQQ",0.0204,2,0.0062,4,FALSE
"7494",2020-10-26,"SPY",0.0285,1,-0.0036,-2,FALSE
"7495",2020-10-26,"SNAP",0.0379,3,0.0226,-1,FALSE
"7496",2020-10-26,"QQQ",0.0172,6,0.0014,-2,FALSE
"7497",2020-10-26,"MSFT",0.0182,6,-0.009,6,FALSE
"7498",2020-10-26,"AMZN",0.0264,0,0.0034,0,FALSE
"7499",2020-10-26,"AMD",0.0363,6,0.0097,3,FALSE
"7500",2020-10-26,"AAPL",0.056,2,0.0107,5,FALSE
"7481",2020-10-27,"ZM",0.0146,1,-0.0062,0,FALSE
"7482",2020-10-27,"TSLA",0.036,0,0,0,FALSE
"7483",2020-10-27,"TQQQ",0.0168,4,0.003,8,FALSE
"7484",2020-10-27,"SPY",0.0239,3,-0.007,2,FALSE
"7485",2020-10-27,"SNAP",0.0166,3,-0.0213,0,FALSE
"7486",2020-10-27,"NIO",0.0226,3,-0.0158,2,FALSE
"7487",2020-10-27,"MSFT",0.0202,6,-0.0052,5,FALSE
"7488",2020-10-27,"AMZN",0.0217,1,-0.0019,0,FALSE
"7489",2020-10-27,"AMD",0.0612,7,0.0346,3,FALSE
"7490",2020-10-27,"AAPL",0.0534,1,0.0106,3,FALSE
"7471",2020-10-28,"TSLA",0.0279,0,-0.007,0,FALSE
"7472",2020-10-28,"TQQQ",0.0223,2,0.0099,-10,FALSE
"7473",2020-10-28,"SPY",0.0332,2,0.0093,-3,FALSE
"7474",2020-10-28,"SNAP",0.0182,3,0.0016,0,FALSE
